group,ticker,omega,alpha,beta,persistence,half_life_days,log_likelihood,aic,lb_pvalue_resid,lb_pvalue_resid_sq
semiconductor,QCOM,0.21081765584249776,0.07339280763397298,0.898480552665941,0.9718733602999139,24.295574830115328,-3389.8078674813496,6789.615734962699,0.29455936775094593,0.8783777752002032
semiconductor,QRVO,0.7347481357914042,0.14038629834769162,0.7724018398354618,0.9127881381831535,7.5960106593261445,-3477.1142105879935,6964.228421175987,0.0032527734191295943,0.9999574377652651
semiconductor,QUIK,0.3798716704150356,0.053787521937964634,0.9307072321469881,0.9844947540849528,44.356566808162015,-4304.55367089979,8619.10734179958,0.566840839208411,0.136698685348908
semiconductor,RBCN,1.8708247011432821,0.29098176069122067,0.7090182393087794,1.0,,-4059.3458698994823,8128.691739798965,5.6219506588745045e-05,0.9999766649701881
semiconductor,RMBS,0.27973779521854397,0.07647142789717816,0.9001270554943828,0.976598483391561,29.271813288227875,-3665.9406369278067,7341.8812738556135,0.23728693410591237,0.9918758010107451
semiconductor,SCIA,0.055558931855607833,0.009472532069144599,0.9905274685182913,1.0000000005874359,,-4045.075737445884,8100.151474891768,4.640761323635151e-16,1.0165689235575685e-15
semiconductor,SITM,1.8573914344989206,0.0663549989974082,0.8550264561682925,0.9213814551657007,8.465283536800923,-4372.524613208214,8755.049226416428,0.5703909193746979,0.9911072932530908
semiconductor,SKYT,6.69567307956519,0.08311137677502597,0.7309701907164238,0.8140815674914498,3.369786092329413,-3649.296316724859,7308.592633449718,0.8940801112640903,0.9998051337329237
semiconductor,SLAB,0.5300498002171024,0.09928298461938763,0.845247572858174,0.9445305574775616,12.146148766695834,-3642.5939193788076,7295.187838757615,0.21583953617629884,0.8887186840228221
semiconductor,SMTC,0.40746516622948237,0.05971146157616644,0.9110424206251934,0.9707538822013598,23.352197066620647,-3917.619571254599,7845.239142509198,0.13500473600934226,0.8903519891621131
semiconductor,SWKS,0.9950366245521306,0.18087762612628736,0.6788346225585723,0.8597122486848596,4.585594468478764,-3411.7568897247247,6833.513779449449,0.004573559463839296,0.9979661608203894
semiconductor,SYNA,0.22232176733338363,0.037739036038971704,0.9415568398484344,0.9792958758874061,33.13091894414355,-3827.457933732064,7664.915867464128,0.002497681299889761,0.1920830259067666
